day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Region
1,6.0,2022.0,26.7,59.1,5.0,0.0,23.2,52.8,20.2,0.0,45.6,0.0,not fire,Karnataka
1,6.0,2022.0,29.0,70.2,3.8,5.99,101.0,52.6,22.7,1.2,45.8,2.9,not fire,Odisha
1,6.0,2022.0,25.5,65.3,6.8,0.0,23.0,52.7,19.9,0.0,45.5,0.0,not fire,Rajasthan
1,6.0,2022.0,8.6,79.9,7.6,0.0,25.2,52.1,16.9,0.0,44.5,0.0,not fire,Jammu and Kashmir
1,6.0,2022.0,29.6,100.0,7.7,1.39,101.0,51.3,20.7,1.5,44.4,3.5,not fire,Kerala
1,6.0,2022.0,33.0,86.1,6.3,8.75,101.0,52.3,24.7,1.4,45.8,3.4,not fire,Tamil Nadu
8,6.0,2022.0,22.5,85.9,3.2,0.0,25.6,52.1,19.4,0.0,44.9,0.0,not fire,Uttarakhand
8,6.0,2022.0,21.3,87.0,1.4,16.07,13.6,52.1,26.1,0.0,45.8,0.0,not fire,Himachal Pradesh
8,6.0,2022.0,22.7,61.3,5.4,2.29,101.0,52.7,19.4,1.3,45.4,3.1,not fire,Madhya Pradesh
8,6.0,2022.0,30.7,49.5,8.7,1.26,101.0,53.0,20.9,1.6,45.9,3.9,not fire,Maharashtra
8,6.0,2022.0,17.9,66.6,11.9,1.97,101.0,52.5,18.6,1.9,45.1,4.5,not fire,Karnataka
8,6.0,2022.0,27.7,90.2,13.7,4.92,101.0,52.0,22.0,2.0,45.2,5.0,not fire,Odisha
8,6.0,2022.0,23.9,62.0,1.6,6.1,101.0,52.7,21.9,1.1,45.8,2.5,not fire,Rajasthan
8,6.0,2022.0,8.5,85.2,6.9,1.01,101.0,51.9,16.9,1.4,44.3,3.4,not fire,Jammu and Kashmir
8,6.0,2022.0,31.5,94.1,11.9,0.0,25.8,51.8,21.0,0.0,44.9,0.0,not fire,Kerala
8,6.0,2022.0,28.0,83.7,6.3,0.95,101.0,52.3,20.4,1.4,45.2,3.3,not fire,Tamil Nadu
15,6.0,2022.0,24.6,100.0,7.5,2.65,101.0,51.2,19.8,1.5,44.2,3.5,not fire,Uttarakhand
15,6.0,2022.0,20.2,99.8,4.8,0.04,29.7,51.2,19.0,0.0,44.0,0.0,not fire,Himachal Pradesh
15,6.0,2022.0,25.4,73.0,11.4,0.02,22.6,52.5,19.9,0.0,45.3,0.0,not fire,Madhya Pradesh
15,6.0,2022.0,24.9,71.1,3.7,0.0,24.0,52.5,19.8,0.0,45.3,0.0,not fire,Maharashtra
15,6.0,2022.0,26.3,75.3,11.1,3.56,101.0,52.5,21.1,1.8,45.5,4.4,not fire,Karnataka
15,6.0,2022.0,28.4,71.4,11.9,0.76,101.0,52.6,20.5,1.9,45.5,4.6,not fire,Odisha
15,6.0,2022.0,31.8,65.6,7.9,2.45,101.0,52.8,21.1,1.5,45.7,3.7,not fire,Rajasthan
15,6.0,2022.0,14.8,59.0,9.4,0.29,23.2,52.6,18.0,0.0,45.1,0.0,not fire,Jammu and Kashmir
15,6.0,2022.0,28.9,97.6,7.5,24.01,0.0,51.5,31.3,0.0,46.0,0.0,not fire,Kerala
15,6.0,2022.0,36.5,84.8,3.0,0.0,24.5,52.4,21.9,0.0,45.5,0.0,not fire,Tamil Nadu
22,6.0,2022.0,20.0,73.7,9.5,0.0,23.4,52.4,18.9,0.0,45.1,0.0,not fire,Uttarakhand
22,6.0,2022.0,20.5,81.2,14.5,1.04,101.0,52.2,19.0,2.1,44.9,5.2,not fire,Himachal Pradesh
22,6.0,2022.0,20.0,66.1,13.3,2.98,101.0,52.6,19.7,2.0,45.3,4.9,not fire,Madhya Pradesh
22,6.0,2022.0,25.0,90.5,3.9,0.0,26.2,52.0,19.8,0.0,44.8,0.0,not fire,Maharashtra
22,6.0,2022.0,24.7,67.9,0.6,7.91,101.0,52.6,22.8,1.1,45.8,2.3,not fire,Karnataka
22,6.0,2022.0,31.7,87.1,7.4,0.0,24.4,52.2,21.1,0.0,45.2,0.0,not fire,Odisha
22,6.0,2022.0,29.0,50.7,7.9,0.0,22.3,53.0,20.6,0.0,45.8,0.0,not fire,Rajasthan
22,6.0,2022.0,17.7,83.9,8.4,0.0,24.9,52.1,18.5,0.0,44.8,0.0,not fire,Jammu and Kashmir
22,6.0,2022.0,25.9,100.0,1.3,0.27,29.6,51.3,20.0,0.0,44.3,0.0,not fire,Kerala
22,6.0,2022.0,30.2,68.1,5.5,2.47,101.0,52.7,20.8,1.3,45.6,3.2,not fire,Tamil Nadu
29,6.0,2022.0,17.6,77.8,5.3,10.19,36.7,52.3,22.6,0.0,45.5,0.0,not fire,Uttarakhand
29,6.0,2022.0,18.7,98.1,7.8,0.0,28.9,51.3,18.7,0.0,44.1,0.0,not fire,Himachal Pradesh
29,6.0,2022.0,25.1,76.5,10.1,0.0,23.1,52.4,19.9,0.0,45.2,0.0,not fire,Madhya Pradesh
29,6.0,2022.0,24.5,83.3,0.0,0.62,101.0,52.2,19.8,1.0,45.1,2.2,not fire,Maharashtra
29,6.0,2022.0,28.6,67.1,14.1,0.0,21.6,52.7,20.5,0.0,45.6,0.0,not fire,Karnataka
29,6.0,2022.0,30.7,81.7,9.6,1.7,101.0,52.4,20.9,1.6,45.4,4.0,not fire,Odisha
29,6.0,2022.0,33.3,79.1,6.6,1.07,101.0,52.5,21.4,1.4,45.5,3.4,not fire,Rajasthan
29,6.0,2022.0,15.1,64.9,1.9,0.0,25.0,52.5,18.1,0.0,45.0,0.0,not fire,Jammu and Kashmir
29,6.0,2022.0,26.9,100.0,7.9,2.64,101.0,51.3,20.2,1.5,44.3,3.6,not fire,Kerala
29,6.0,2022.0,30.1,80.9,6.9,1.55,101.0,52.4,20.8,1.4,45.3,3.5,not fire,Tamil Nadu
1,7.0,2022.0,24.6,82.9,4.4,0.0,24.8,52.2,19.8,0.0,45.1,0.0,not fire,Uttarakhand
1,7.0,2022.0,17.2,75.4,13.5,0.27,23.3,52.3,18.4,0.0,44.9,0.0,not fire,Himachal Pradesh
1,7.0,2022.0,26.9,78.1,9.7,0.19,23.2,52.4,20.2,0.0,45.3,0.0,not fire,Madhya Pradesh
1,7.0,2022.0,21.2,88.0,0.0,0.0,27.2,52.0,19.2,0.0,44.8,0.0,not fire,Maharashtra
1,7.0,2022.0,25.1,74.0,5.5,0.0,23.7,52.5,19.9,0.0,45.3,0.0,not fire,Karnataka
1,7.0,2022.0,33.1,87.8,10.4,1.19,101.0,52.2,21.3,1.7,45.3,4.2,not fire,Odisha
1,7.0,2022.0,30.1,67.5,9.4,0.72,101.0,52.7,20.8,1.6,45.6,4.0,not fire,Rajasthan
1,7.0,2022.0,13.4,86.4,5.8,0.0,26.0,51.9,17.8,0.0,44.5,0.0,not fire,Jammu and Kashmir
1,7.0,2022.0,29.1,92.6,7.8,5.67,101.0,51.9,22.6,1.5,45.2,3.6,not fire,Kerala
1,7.0,2022.0,29.6,76.5,9.2,0.0,22.9,52.5,20.7,0.0,45.4,0.0,not fire,Tamil Nadu
8,7.0,2022.0,25.9,82.4,11.6,2.04,101.0,52.3,20.0,1.8,45.1,4.4,not fire,Uttarakhand
8,7.0,2022.0,18.6,78.6,4.1,0.0,24.9,52.3,18.7,0.0,44.9,0.0,not fire,Himachal Pradesh
8,7.0,2022.0,24.9,83.2,6.7,6.23,101.0,52.2,22.1,1.4,45.4,3.4,not fire,Madhya Pradesh
8,7.0,2022.0,30.2,65.3,12.6,0.0,21.6,52.7,20.8,0.0,45.6,0.0,not fire,Maharashtra
8,7.0,2022.0,32.6,63.7,5.9,0.0,22.6,52.8,21.2,0.0,45.8,0.0,not fire,Karnataka
8,7.0,2022.0,21.4,88.5,4.7,0.0,25.9,52.0,19.2,0.0,44.8,0.0,not fire,Odisha
8,7.0,2022.0,29.9,64.6,9.9,0.0,22.0,52.7,20.7,0.0,45.6,0.0,not fire,Rajasthan
8,7.0,2022.0,12.4,94.2,9.9,0.0,27.7,51.5,17.6,0.0,44.1,0.0,not fire,Jammu and Kashmir
8,7.0,2022.0,28.5,82.0,3.5,0.0,24.6,52.3,20.5,0.0,45.3,0.0,not fire,Kerala
8,7.0,2022.0,29.4,89.8,6.4,4.75,101.0,52.1,22.2,1.4,45.3,3.3,not fire,Tamil Nadu
15,7.0,2022.0,28.2,100.0,3.1,0.0,29.3,51.3,20.4,0.0,44.4,0.0,not fire,Uttarakhand
15,7.0,2022.0,9.8,68.4,8.3,1.2,101.0,52.3,17.1,1.5,44.8,3.7,not fire,Himachal Pradesh
15,7.0,2022.0,24.9,78.7,7.3,0.0,23.8,52.4,19.8,0.0,45.2,0.0,not fire,Madhya Pradesh
15,7.0,2022.0,26.5,84.8,7.6,6.57,101.0,52.2,22.5,1.5,45.5,3.6,not fire,Maharashtra
15,7.0,2022.0,20.6,76.6,3.0,1.03,101.0,52.4,19.1,1.2,45.1,2.7,not fire,Karnataka
15,7.0,2022.0,26.7,72.9,16.7,1.91,101.0,52.5,20.2,2.4,45.4,5.8,not fire,Odisha
15,7.0,2022.0,34.0,66.0,5.2,1.47,101.0,52.8,21.5,1.3,45.8,3.1,not fire,Rajasthan
15,7.0,2022.0,15.6,63.2,5.2,0.89,101.0,52.5,18.2,1.3,45.1,3.1,not fire,Jammu and Kashmir
15,7.0,2022.0,31.2,100.0,8.5,2.6,101.0,51.3,21.0,1.6,44.5,3.7,not fire,Kerala
15,7.0,2022.0,28.9,96.7,7.3,9.78,101.0,51.6,24.5,1.5,45.2,3.5,not fire,Tamil Nadu
22,7.0,2022.0,20.3,74.1,7.4,6.21,101.0,52.4,21.3,1.5,45.4,3.6,not fire,Uttarakhand
22,7.0,2022.0,22.0,62.2,8.6,0.0,22.8,52.7,19.3,0.0,45.4,0.0,not fire,Himachal Pradesh
22,7.0,2022.0,30.1,68.5,0.3,5.12,101.0,52.7,22.5,1.0,45.8,2.3,not fire,Madhya Pradesh
22,7.0,2022.0,31.5,70.1,7.2,7.96,46.6,52.7,24.1,0.0,46.1,0.1,not fire,Maharashtra
22,7.0,2022.0,29.4,70.6,0.0,1.13,101.0,52.6,20.7,1.0,45.5,2.2,not fire,Karnataka
22,7.0,2022.0,32.3,71.3,13.8,11.17,0.0,52.7,25.8,0.0,46.3,0.0,not fire,Odisha
22,7.0,2022.0,32.8,38.1,6.8,3.0,101.0,53.2,22.0,1.4,46.3,3.5,not fire,Rajasthan
22,7.0,2022.0,18.5,71.3,8.8,0.0,23.5,52.4,18.7,0.0,45.1,0.0,not fire,Jammu and Kashmir
22,7.0,2022.0,25.9,68.2,6.9,3.44,101.0,52.6,21.0,1.4,45.6,3.5,not fire,Kerala
22,7.0,2022.0,29.3,77.5,8.0,8.46,89.2,52.5,23.9,0.8,45.9,1.3,not fire,Tamil Nadu
29,7.0,2022.0,13.5,84.1,4.7,17.05,0.0,52.0,25.2,0.0,45.7,0.0,not fire,Uttarakhand
29,7.0,2022.0,19.1,98.6,7.9,0.0,29.1,51.3,18.8,0.0,44.1,0.0,not fire,Himachal Pradesh
29,7.0,2022.0,29.9,82.7,8.6,5.58,101.0,52.3,22.7,1.6,45.6,3.8,not fire,Madhya Pradesh
29,7.0,2022.0,29.9,66.8,8.9,0.0,22.3,52.7,20.7,0.0,45.6,0.0,not fire,Maharashtra
29,7.0,2022.0,23.7,77.5,6.1,0.0,24.0,52.4,19.6,0.0,45.2,0.0,not fire,Karnataka
29,7.0,2022.0,27.9,83.9,7.8,1.59,101.0,52.3,20.4,1.5,45.2,3.6,not fire,Odisha
29,7.0,2022.0,25.2,56.6,15.2,0.0,21.3,52.8,19.9,0.0,45.6,0.0,not fire,Rajasthan
29,7.0,2022.0,11.3,76.9,6.6,0.0,24.8,52.2,17.4,0.0,44.7,0.0,not fire,Jammu and Kashmir
29,7.0,2022.0,26.9,84.7,14.2,3.16,101.0,52.2,21.0,2.1,45.2,5.1,not fire,Kerala
29,7.0,2022.0,25.0,73.9,10.4,0.05,22.9,52.5,19.8,0.0,45.3,0.0,not fire,Tamil Nadu
1,8.0,2022.0,21.1,81.0,8.9,2.68,101.0,52.2,19.2,1.6,45.0,3.8,not fire,Uttarakhand
1,8.0,2022.0,13.5,73.4,8.2,1.06,101.0,52.3,17.8,1.5,44.8,3.7,not fire,Himachal Pradesh
1,8.0,2022.0,28.1,81.2,1.5,1.48,101.0,52.3,20.4,1.1,45.3,2.4,not fire,Madhya Pradesh
1,8.0,2022.0,26.8,78.7,10.9,0.0,23.1,52.4,20.2,0.0,45.3,0.0,not fire,Maharashtra
1,8.0,2022.0,25.7,80.7,12.4,0.0,23.2,52.3,20.0,0.0,45.2,0.0,not fire,Karnataka
1,8.0,2022.0,26.4,69.3,12.5,0.0,22.1,52.6,20.1,0.0,45.4,0.0,not fire,Odisha
1,8.0,2022.0,31.8,58.9,6.4,1.59,101.0,52.9,21.1,1.4,45.8,3.4,not fire,Rajasthan
1,8.0,2022.0,14.8,67.7,12.1,0.38,23.1,52.4,18.0,0.0,45.0,0.0,not fire,Jammu and Kashmir
1,8.0,2022.0,27.0,89.9,6.4,5.13,101.0,52.0,22.0,1.4,45.2,3.3,not fire,Kerala
1,8.0,2022.0,33.2,77.6,5.9,0.0,23.3,52.5,21.3,0.0,45.5,0.0,not fire,Tamil Nadu
8,8.0,2022.0,21.4,84.2,6.3,5.2,101.0,52.2,21.0,1.4,45.2,3.3,not fire,Uttarakhand
8,8.0,2022.0,20.5,86.0,4.6,0.0,25.5,52.1,19.1,0.0,44.8,0.0,not fire,Himachal Pradesh
8,8.0,2022.0,28.1,70.5,7.5,0.0,22.9,52.6,20.4,0.0,45.5,0.0,not fire,Madhya Pradesh
8,8.0,2022.0,27.5,80.8,8.4,0.0,23.6,52.4,20.3,0.0,45.2,0.0,not fire,Maharashtra
8,8.0,2022.0,30.1,84.0,7.5,0.0,24.0,52.3,20.8,0.0,45.3,0.0,not fire,Karnataka
8,8.0,2022.0,28.1,80.6,14.7,2.4,101.0,52.4,20.4,2.1,45.3,5.3,fire,Odisha
8,8.0,2022.0,28.4,72.2,3.2,0.0,23.9,52.6,20.5,0.0,45.5,0.0,not fire,Rajasthan
8,8.0,2022.0,14.2,71.9,6.9,0.01,24.2,52.4,17.9,0.0,44.9,0.0,not fire,Jammu and Kashmir
8,8.0,2022.0,29.7,100.0,6.0,4.09,101.0,51.3,21.9,1.4,44.6,3.2,not fire,Kerala
8,8.0,2022.0,28.8,78.2,5.3,18.64,0.0,52.4,28.7,0.0,46.5,0.0,not fire,Tamil Nadu
15,8.0,2022.0,24.7,73.0,3.7,3.73,101.0,52.5,20.9,1.2,45.5,2.8,not fire,Uttarakhand
15,8.0,2022.0,19.2,76.8,3.5,2.87,101.0,52.3,19.5,1.2,45.1,2.8,not fire,Himachal Pradesh
15,8.0,2022.0,23.5,71.9,0.6,0.0,25.2,52.5,19.6,0.0,45.3,0.0,not fire,Madhya Pradesh
15,8.0,2022.0,29.1,85.3,13.3,0.04,23.5,52.2,20.6,0.0,45.2,0.0,not fire,Maharashtra
15,8.0,2022.0,29.0,69.0,3.6,0.33,23.6,52.6,20.6,0.0,45.5,0.0,not fire,Karnataka
15,8.0,2022.0,29.3,68.5,9.6,0.99,101.0,52.7,20.6,1.7,45.6,4.0,not fire,Odisha
15,8.0,2022.0,30.0,52.5,7.4,0.0,22.4,52.9,20.8,0.0,45.8,0.0,not fire,Rajasthan
15,8.0,2022.0,14.0,61.5,6.4,0.0,23.8,52.5,17.9,0.0,45.0,0.0,not fire,Jammu and Kashmir
15,8.0,2022.0,25.7,80.4,9.8,0.0,23.5,52.3,20.0,0.0,45.2,0.0,not fire,Kerala
15,8.0,2022.0,33.0,98.6,10.5,0.0,27.9,51.5,21.3,0.0,44.7,0.0,not fire,Tamil Nadu
22,8.0,2022.0,19.3,81.4,13.1,0.5,23.8,52.2,18.8,0.0,44.9,0.0,not fire,Uttarakhand
22,8.0,2022.0,24.4,65.1,7.8,12.09,0.0,52.6,24.8,0.0,46.1,0.0,not fire,Himachal Pradesh
22,8.0,2022.0,31.0,75.6,14.1,0.58,101.0,52.5,20.9,2.1,45.5,5.1,not fire,Madhya Pradesh
22,8.0,2022.0,31.0,65.1,8.3,13.94,0.0,52.7,26.8,0.0,46.5,0.0,not fire,Maharashtra
22,8.0,2022.0,35.5,78.1,0.0,9.65,101.0,52.5,25.6,1.0,46.2,2.2,not fire,Karnataka
22,8.0,2022.0,29.3,64.5,5.1,5.91,101.0,52.7,22.7,1.3,45.9,3.1,not fire,Odisha
22,8.0,2022.0,25.8,62.5,6.2,0.0,23.0,52.7,20.0,0.0,45.5,0.0,not fire,Rajasthan
22,8.0,2022.0,13.5,64.1,4.0,0.0,24.4,52.5,17.8,0.0,45.0,0.0,not fire,Jammu and Kashmir
22,8.0,2022.0,24.9,100.0,9.1,8.66,101.0,51.2,23.2,1.6,44.7,3.9,not fire,Kerala
22,8.0,2022.0,29.4,76.5,3.4,0.0,24.1,52.5,20.6,0.0,45.4,0.0,not fire,Tamil Nadu
29,8.0,2022.0,24.4,100.0,10.4,0.0,29.4,51.2,19.8,0.0,44.2,0.0,not fire,Uttarakhand
29,8.0,2022.0,17.2,74.4,9.0,0.6,101.0,52.3,18.5,1.6,45.0,3.9,not fire,Himachal Pradesh
29,8.0,2022.0,23.6,70.6,10.2,1.33,101.0,52.5,19.6,1.7,45.3,4.2,not fire,Madhya Pradesh
29,8.0,2022.0,30.5,87.6,0.0,7.02,101.0,52.2,23.5,1.0,45.6,2.2,not fire,Maharashtra
29,8.0,2022.0,24.3,76.2,15.9,0.49,22.4,52.4,19.7,0.0,45.2,0.0,not fire,Karnataka
29,8.0,2022.0,32.6,73.0,7.7,1.97,101.0,52.6,21.2,1.5,45.6,3.6,not fire,Odisha
29,8.0,2022.0,33.7,55.1,15.2,0.2,20.6,53.0,21.4,0.0,45.9,0.0,not fire,Rajasthan
29,8.0,2022.0,12.2,75.1,11.0,2.18,101.0,52.3,17.6,1.8,44.7,4.3,not fire,Jammu and Kashmir
29,8.0,2022.0,29.0,82.5,0.6,2.33,101.0,52.3,20.6,1.1,45.3,2.3,not fire,Kerala
29,8.0,2022.0,34.6,100.0,0.4,13.15,101.0,51.4,27.1,1.0,45.4,2.2,not fire,Tamil Nadu
1,9.0,2022.0,20.7,97.4,5.5,0.02,28.5,51.4,19.1,0.0,44.3,0.0,not fire,Uttarakhand
1,9.0,2022.0,19.8,91.0,6.4,11.05,101.0,51.8,23.4,1.4,45.3,3.3,not fire,Himachal Pradesh
1,9.0,2022.0,26.3,79.2,14.5,0.0,22.7,52.4,20.1,0.0,45.2,0.0,not fire,Madhya Pradesh
1,9.0,2022.0,25.3,70.7,4.3,0.0,23.8,52.6,19.9,0.0,45.4,0.0,not fire,Maharashtra
1,9.0,2022.0,21.2,76.2,9.5,0.35,23.5,52.4,19.2,0.0,45.1,0.0,not fire,Karnataka
1,9.0,2022.0,27.0,88.8,10.6,0.04,24.8,52.1,20.2,0.0,45.0,0.0,not fire,Odisha
1,9.0,2022.0,31.3,59.4,16.3,1.71,101.0,52.8,21.0,2.3,45.8,5.7,not fire,Rajasthan
1,9.0,2022.0,16.7,69.6,9.7,1.45,101.0,52.4,18.4,1.7,45.0,4.0,not fire,Jammu and Kashmir
1,9.0,2022.0,27.3,86.1,6.7,0.0,24.7,52.2,20.3,0.0,45.1,0.0,not fire,Kerala
1,9.0,2022.0,30.0,81.9,5.9,0.0,24.0,52.4,20.8,0.0,45.3,0.0,not fire,Tamil Nadu
8,9.0,2022.0,22.4,69.8,11.5,4.71,101.0,52.5,20.9,1.8,45.5,4.5,not fire,Uttarakhand
8,9.0,2022.0,16.7,70.9,7.8,0.29,23.8,52.4,18.4,0.0,45.0,0.0,not fire,Himachal Pradesh
8,9.0,2022.0,28.4,86.0,6.9,1.94,101.0,52.2,20.5,1.4,45.1,3.4,not fire,Madhya Pradesh
8,9.0,2022.0,28.1,77.3,6.5,2.88,101.0,52.5,21.1,1.4,45.5,3.4,not fire,Maharashtra
8,9.0,2022.0,22.9,64.3,9.5,2.0,101.0,52.6,19.5,1.6,45.4,4.0,not fire,Karnataka
8,9.0,2022.0,33.1,80.6,10.2,3.88,101.0,52.4,22.5,1.7,45.6,4.2,not fire,Odisha
8,9.0,2022.0,33.7,46.1,7.0,0.85,101.0,53.1,21.4,1.4,46.1,3.5,not fire,Rajasthan
8,9.0,2022.0,16.5,75.4,3.4,0.0,24.9,52.3,18.3,0.0,44.9,0.0,not fire,Jammu and Kashmir
8,9.0,2022.0,28.8,96.1,10.3,1.88,101.0,51.7,20.5,1.7,44.7,4.1,not fire,Kerala
8,9.0,2022.0,28.1,90.6,10.8,4.41,101.0,52.0,21.8,1.8,45.2,4.3,not fire,Tamil Nadu
15,9.0,2022.0,25.6,84.3,2.8,1.33,101.0,52.2,20.0,1.2,45.1,2.6,not fire,Uttarakhand
15,9.0,2022.0,20.0,87.8,6.0,3.63,101.0,52.0,20.0,1.4,44.9,3.2,not fire,Himachal Pradesh
15,9.0,2022.0,27.6,69.9,0.7,1.62,101.0,52.6,20.3,1.1,45.5,2.3,not fire,Madhya Pradesh
15,9.0,2022.0,25.9,57.7,7.8,0.0,22.6,52.8,20.0,0.0,45.6,0.0,not fire,Maharashtra
15,9.0,2022.0,27.5,77.5,4.3,2.06,101.0,52.4,20.3,1.3,45.3,2.9,not fire,Karnataka
15,9.0,2022.0,29.6,66.4,14.0,0.0,21.4,52.7,20.7,0.0,45.6,0.0,not fire,Odisha
15,9.0,2022.0,32.9,51.5,9.0,1.67,101.0,53.0,21.3,1.6,46.0,3.9,not fire,Rajasthan
15,9.0,2022.0,16.5,72.8,6.3,0.0,24.1,52.4,18.3,0.0,45.0,0.0,not fire,Jammu and Kashmir
15,9.0,2022.0,28.0,86.3,10.1,1.27,101.0,52.2,20.4,1.7,45.1,4.1,not fire,Kerala
15,9.0,2022.0,30.4,82.5,3.6,0.0,24.5,52.3,20.8,0.0,45.3,0.0,not fire,Tamil Nadu
22,9.0,2022.0,22.9,94.0,9.0,0.0,26.8,51.7,19.5,0.0,44.6,0.0,not fire,Uttarakhand
22,9.0,2022.0,15.4,86.4,8.8,1.9,101.0,52.0,18.1,1.6,44.6,3.8,not fire,Himachal Pradesh
22,9.0,2022.0,28.6,80.4,4.1,0.0,24.3,52.4,20.5,0.0,45.3,0.0,not fire,Madhya Pradesh
22,9.0,2022.0,28.8,65.1,12.5,6.71,26.0,52.7,23.0,0.0,46.0,0.0,not fire,Maharashtra
22,9.0,2022.0,22.0,73.8,0.5,0.89,101.0,52.4,19.3,1.0,45.2,2.2,not fire,Karnataka
22,9.0,2022.0,32.2,61.4,10.8,9.25,0.0,52.8,24.8,0.0,46.3,0.0,not fire,Odisha
22,9.0,2022.0,30.2,63.8,5.2,0.79,101.0,52.8,20.8,1.3,45.7,3.1,not fire,Rajasthan
22,9.0,2022.0,14.4,78.0,4.6,0.0,25.0,52.2,17.9,0.0,44.8,0.0,not fire,Jammu and Kashmir
22,9.0,2022.0,24.1,95.3,4.5,4.89,101.0,51.6,21.3,1.3,44.8,2.9,not fire,Kerala
22,9.0,2022.0,34.9,79.0,3.9,2.64,101.0,52.5,21.6,1.2,45.6,2.9,not fire,Tamil Nadu
29,9.0,2022.0,25.1,85.8,12.9,0.0,24.1,52.2,19.9,0.0,45.0,0.0,not fire,Uttarakhand
29,9.0,2022.0,17.2,53.5,0.0,4.63,101.0,52.7,20.0,1.0,45.5,2.2,not fire,Himachal Pradesh
29,9.0,2022.0,20.6,76.1,7.0,0.01,23.9,52.4,19.1,0.0,45.1,0.0,not fire,Madhya Pradesh
29,9.0,2022.0,29.7,48.2,11.6,0.0,21.5,53.0,20.7,0.0,45.9,0.0,not fire,Maharashtra
29,9.0,2022.0,24.0,86.1,13.8,0.0,24.1,52.1,19.7,0.0,45.0,0.0,not fire,Karnataka
29,9.0,2022.0,25.7,73.0,8.7,2.41,101.0,52.5,20.0,1.6,45.3,3.8,not fire,Odisha
29,9.0,2022.0,28.3,72.6,11.9,3.96,101.0,52.6,21.6,1.9,45.6,4.6,not fire,Rajasthan
29,9.0,2022.0,21.3,62.6,6.6,5.16,101.0,52.6,21.0,1.4,45.6,3.4,not fire,Jammu and Kashmir
29,9.0,2022.0,29.9,96.6,7.9,4.21,101.0,51.6,22.1,1.5,44.9,3.6,not fire,Kerala
29,9.0,2022.0,25.2,81.1,7.1,0.0,24.1,52.3,19.9,0.0,45.1,0.0,not fire,Tamil Nadu
1,10.0,2022.0,26.3,65.6,5.8,0.0,23.2,53.9,19.8,0.0,46.5,0.0,not fire,Uttarakhand
1,10.0,2022.0,17.8,53.2,5.1,1.16,101.0,53.9,18.3,1.3,46.3,3.2,not fire,Himachal Pradesh
1,10.0,2022.0,26.6,60.5,13.4,0.0,21.6,53.9,19.8,0.0,46.6,0.0,not fire,Madhya Pradesh
1,10.0,2022.0,29.8,23.8,14.6,0.0,22.4,54.6,20.4,0.0,47.2,0.0,not fire,Maharashtra
1,10.0,2022.0,31.2,55.7,5.8,0.0,22.7,54.1,20.7,0.0,46.8,0.0,not fire,Karnataka
1,10.0,2022.0,35.1,40.3,8.1,0.0,22.1,54.4,21.4,0.0,47.2,0.0,not fire,Odisha
1,10.0,2022.0,34.3,39.0,8.0,0.0,22.3,54.4,21.2,0.0,47.1,0.0,not fire,Rajasthan
1,10.0,2022.0,16.5,59.5,7.6,2.64,101.0,53.8,18.0,1.5,46.2,3.7,not fire,Jammu and Kashmir
1,10.0,2022.0,31.8,77.4,10.3,0.41,22.6,53.7,20.8,0.0,46.5,0.0,not fire,Kerala
1,10.0,2022.0,33.5,33.1,8.0,0.0,22.7,54.5,21.1,0.0,47.2,0.0,not fire,Tamil Nadu
8,10.0,2022.0,25.0,65.8,10.3,1.71,101.0,53.8,19.6,1.7,46.4,4.3,not fire,Uttarakhand
8,10.0,2022.0,19.7,55.0,7.8,1.24,101.0,53.9,18.6,1.5,46.3,3.7,not fire,Himachal Pradesh
8,10.0,2022.0,31.3,29.0,11.9,0.0,22.2,54.5,20.7,0.0,47.2,0.0,not fire,Madhya Pradesh
8,10.0,2022.0,27.3,24.1,7.8,0.0,23.9,54.5,20.0,0.0,47.1,0.0,not fire,Maharashtra
8,10.0,2022.0,31.0,62.7,3.7,0.91,101.0,54.0,20.6,1.2,46.7,2.9,not fire,Karnataka
8,10.0,2022.0,30.0,64.8,10.4,0.0,21.9,53.9,20.5,0.0,46.6,0.0,not fire,Odisha
8,10.0,2022.0,31.2,39.2,7.5,1.38,101.0,54.3,20.7,1.5,47.0,3.7,not fire,Rajasthan
8,10.0,2022.0,14.7,59.8,12.0,2.73,101.0,53.8,17.7,1.9,46.1,4.6,not fire,Jammu and Kashmir
8,10.0,2022.0,28.9,79.4,6.0,0.69,101.0,53.6,20.3,1.4,46.3,3.3,not fire,Kerala
8,10.0,2022.0,32.0,48.1,2.6,0.0,23.8,54.2,20.8,0.0,46.9,0.0,not fire,Tamil Nadu
15,10.0,2022.0,25.1,49.7,11.1,0.38,22.0,54.1,19.6,0.0,46.6,0.0,not fire,Uttarakhand
15,10.0,2022.0,25.1,57.9,0.1,0.0,25.5,54.0,19.6,0.0,46.5,0.0,not fire,Himachal Pradesh
15,10.0,2022.0,28.3,79.0,15.1,0.0,22.4,53.6,20.2,0.0,46.3,0.0,not fire,Madhya Pradesh
15,10.0,2022.0,28.8,41.0,3.9,1.25,101.0,54.3,20.2,1.2,46.9,3.0,not fire,Maharashtra
15,10.0,2022.0,33.6,55.3,10.0,0.36,21.5,54.1,21.1,0.0,46.9,0.0,not fire,Karnataka
15,10.0,2022.0,25.9,50.4,8.0,1.32,101.0,54.1,19.7,1.5,46.7,3.8,not fire,Odisha
